ApsimVersion = 7.7
Title = Transplanted_paddy_rice_single
           Date           year            day            esw        no3_Tot     crop_stage            dae  total_biomass storage_organs     rice_yield        N_avail           rain         dul(1)          sw(1)          no3()         NH4(1)         NH4(2)         NH4(3)         NH4(4)         NH4(5)         NH4(6)          drain     irrigation         sat(1)         sat(2)         dul(2)
     15/02/2001           2001             46        188.373           30.5              0              0            0.0            0.0            0.0           20.4          0.000          0.386          0.280           30.5            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     16/02/2001           2001             47        188.188           31.1              0              0            0.0            0.0            0.0           20.7          0.000          0.386          0.279           31.1            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     17/02/2001           2001             48        188.005           31.7              0              0            0.0            0.0            0.0           21.0          0.000          0.386          0.279           31.7            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     18/02/2001           2001             49        187.823           32.3              0              0            0.0            0.0            0.0           21.3          0.000          0.386          0.278           32.3            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     19/02/2001           2001             50        187.644           32.9              0              0            0.0            0.0            0.0           21.6          0.000          0.386          0.278           32.9            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     20/02/2001           2001             51        187.466           33.5              0              0            0.0            0.0            0.0           21.9          0.000          0.386          0.277           33.5            0.5            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     21/02/2001           2001             52        187.291           34.1              0              0            0.0            0.0            0.0           22.2          0.000          0.386          0.276           34.1            0.5            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     22/02/2001           2001             53        189.529           34.7              0              0            0.0            0.0            0.0           22.6          6.000          0.386          0.292           34.7            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     23/02/2001           2001             54        189.330           35.3              0              0            0.0            0.0            0.0           23.0          0.000          0.386          0.291           35.3            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     24/02/2001           2001             55        189.134           35.9              0              0            0.0            0.0            0.0           23.4          0.000          0.386          0.290           35.9            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     25/02/2001           2001             56        188.940           36.6              0              0            0.0            0.0            0.0           23.8          0.000          0.386          0.290           36.6            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     26/02/2001           2001             57        188.749           37.2              0              0            0.0            0.0            0.0           24.1          0.000          0.386          0.289           37.2            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     27/02/2001           2001             58        189.053           37.8              0              0            0.0            0.0            0.0           24.5          4.000          0.386          0.291           37.8            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     28/02/2001           2001             59        188.860           38.5              0              0            0.0            0.0            0.0           24.9          0.000          0.386          0.291           38.5            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     01/03/2001           2001             60        188.669           39.2              0              0            0.0            0.0            0.0           25.3          0.000          0.386          0.290           39.2            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     02/03/2001           2001             61        188.481           39.8              0              0            0.0            0.0            0.0           25.7          0.000          0.386          0.289           39.8            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     03/03/2001           2001             62        188.295           40.5              0              0            0.0            0.0            0.0           26.1          0.000          0.386          0.288           40.5            0.7            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     04/03/2001           2001             63        188.110           41.2              0              0            0.0            0.0            0.0           26.5          0.000          0.386          0.288           41.2            0.7            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     05/03/2001           2001             64        187.928           41.9              0              0            0.0            0.0            0.0           26.8          0.000          0.386          0.287           41.9            0.7            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     06/03/2001           2001             65        187.747           42.6              0              0            0.0            0.0            0.0           27.2          0.000          0.386          0.286           42.6            0.7            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     07/03/2001           2001             66        187.569           43.2              0              0            0.0            0.0            0.0           27.6          0.000          0.386          0.286           43.2            0.7            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     08/03/2001           2001             67        187.392           43.9              0              0            0.0            0.0            0.0           27.9          0.000          0.386          0.285           43.9            0.6            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     09/03/2001           2001             68        187.217           44.5              0              0            0.0            0.0            0.0           28.3          0.000          0.386          0.284           44.5            0.6            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     10/03/2001           2001             69        187.043           45.2              0              0            0.0            0.0            0.0           28.6          0.000          0.386          0.284           45.2            0.6            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     11/03/2001           2001             70        186.871           45.9              0              0            0.0            0.0            0.0           29.0          0.000          0.386          0.283           45.9            0.6            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     12/03/2001           2001             71        186.701           46.6              0              0            0.0            0.0            0.0           29.4          0.000          0.386          0.283           46.6            0.6            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     13/03/2001           2001             72        186.533           47.3              0              0            0.0            0.0            0.0           29.8          0.000          0.386          0.282           47.3            0.6            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     14/03/2001           2001             73        186.366           48.0              0              0            0.0            0.0            0.0           30.1          0.000          0.386          0.281           48.0            0.6            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     15/03/2001           2001             74        186.200           48.8              0              0            0.0            0.0            0.0           30.5          0.000          0.386          0.281           48.8            0.5            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     16/03/2001           2001             75        186.036           49.5              0              0            0.0            0.0            0.0           30.9          0.000          0.386          0.280           49.5            0.5            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     17/03/2001           2001             76        185.873           50.3              0              0            0.0            0.0            0.0           31.3          0.000          0.386          0.280           50.3            0.5            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     18/03/2001           2001             77        185.711           51.1              0              0            0.0            0.0            0.0           31.7          0.000          0.386          0.279           51.1            0.5            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     19/03/2001           2001             78        185.551           51.8              0              0            0.0            0.0            0.0           32.1          0.000          0.386          0.279           51.8            0.5            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     20/03/2001           2001             79        185.393           52.6              0              0            0.0            0.0            0.0           32.5          0.000          0.386          0.278           52.6            0.5            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     21/03/2001           2001             80        185.235           53.4              0              0            0.0            0.0            0.0           32.9          0.000          0.386          0.278           53.4            0.5            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     22/03/2001           2001             81        185.079           54.1              0              0            0.0            0.0            0.0           33.2          0.000          0.386          0.277           54.1            0.5            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     23/03/2001           2001             82        184.924           54.9              0              0            0.0            0.0            0.0           33.6          0.000          0.386          0.276           54.9            0.5            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     24/03/2001           2001             83        184.770           55.6              0              0            0.0            0.0            0.0           34.0          1.000          0.386          0.276           55.6            0.5            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     25/03/2001           2001             84        184.617           56.3              0              0            0.0            0.0            0.0           34.3          0.000          0.386          0.275           56.3            0.4            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     26/03/2001           2001             85        184.465           57.0              0              0            0.0            0.0            0.0           34.7          0.000          0.386          0.275           57.0            0.4            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     27/03/2001           2001             86        184.315           57.7              0              0            0.0            0.0            0.0           35.0          0.000          0.386          0.274           57.7            0.4            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     28/03/2001           2001             87        184.165           58.4              0              0            0.0            0.0            0.0           35.4          0.000          0.386          0.274           58.4            0.4            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     29/03/2001           2001             88        184.017           59.1              0              0            0.0            0.0            0.0           35.7          0.000          0.386          0.273           59.1            0.4            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     30/03/2001           2001             89        183.870           59.8              0              0            0.0            0.0            0.0           36.1          0.000          0.386          0.273           59.8            0.4            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     31/03/2001           2001             90        183.723           60.5              0              0            0.0            0.0            0.0           36.4          3.000          0.386          0.273           60.5            0.4            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     01/04/2001           2001             91        183.578           61.2              0              0            0.0            0.0            0.0           36.8          0.000          0.386          0.272           61.2            0.4            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     02/04/2001           2001             92        179.539           61.7              0              0            0.0            0.0            0.0           36.9          0.000          0.386          0.246           61.7            0.4            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     03/04/2001           2001             93        182.294           62.2              0              0            0.0            0.0            0.0           37.1          7.000          0.386          0.265           62.2            0.4            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     04/04/2001           2001             94        182.094           62.8              0              0            0.0            0.0            0.0           37.4          0.000          0.386          0.264           62.8            0.5            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     05/04/2001           2001             95        181.895           63.4              0              0            0.0            0.0            0.0           37.6          0.000          0.386          0.263           63.4            0.5            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     06/04/2001           2001             96        181.699           64.0              0              0            0.0            0.0            0.0           37.9          0.000          0.386          0.262           64.0            0.5            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     07/04/2001           2001             97        181.503           64.6              0              0            0.0            0.0            0.0           38.1          0.000          0.386          0.261           64.6            0.5            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     08/04/2001           2001             98        181.310           65.2              0              0            0.0            0.0            0.0           38.4          0.000          0.386          0.261           65.2            0.5            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     09/04/2001           2001             99        181.118           65.8              0              0            0.0            0.0            0.0           38.6          0.000          0.386          0.260           65.8            0.5            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     10/04/2001           2001            100        180.927           66.4              0              0            0.0            0.0            0.0           38.8          0.000          0.386          0.259           66.4            0.5            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     11/04/2001           2001            101        180.738           67.0              0              0            0.0            0.0            0.0           39.1          0.000          0.386          0.258           67.0            0.5            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     12/04/2001           2001            102        180.551           67.5              0              0            0.0            0.0            0.0           39.3          0.000          0.386          0.257           67.5            0.5            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     13/04/2001           2001            103        180.365           68.0              0              0            0.0            0.0            0.0           39.5          0.000          0.386          0.257           68.0            0.5            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     14/04/2001           2001            104        180.180           68.6              0              0            0.0            0.0            0.0           39.7          0.000          0.386          0.256           68.6            0.5            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     15/04/2001           2001            105        179.997           69.1              0              0            0.0            0.0            0.0           39.9          0.000          0.386          0.255           69.1            0.5            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     16/04/2001           2001            106        179.815           69.6              0              0            0.0            0.0            0.0           40.0          0.000          0.386          0.255           69.6            0.5            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     17/04/2001           2001            107        179.635           70.1              0              0            0.0            0.0            0.0           40.2          0.000          0.386          0.254           70.1            0.5            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     18/04/2001           2001            108        179.455           70.5              0              0            0.0            0.0            0.0           40.4          0.000          0.386          0.253           70.5            0.5            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     19/04/2001           2001            109        179.277           71.0              0              0            0.0            0.0            0.0           40.5          2.000          0.386          0.252           71.0            0.5            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     20/04/2001           2001            110        179.101           71.5              0              0            0.0            0.0            0.0           40.7          0.000          0.386          0.252           71.5            0.5            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     21/04/2001           2001            111        178.925           72.0              0              0            0.0            0.0            0.0           40.9          0.000          0.386          0.251           72.0            0.5            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     22/04/2001           2001            112        178.751           72.5              0              0            0.0            0.0            0.0           41.0          0.000          0.386          0.250           72.5            0.5            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     23/04/2001           2001            113        178.578           73.0              0              0            0.0            0.0            0.0           41.2          1.000          0.386          0.250           73.0            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     24/04/2001           2001            114        178.406           73.5              0              0            0.0            0.0            0.0           41.3          0.000          0.386          0.249           73.5            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     25/04/2001           2001            115        178.235           74.0              0              0            0.0            0.0            0.0           41.4          0.000          0.386          0.248           74.0            0.6            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     26/04/2001           2001            116        178.065           74.5              0              0            0.0            0.0            0.0           41.6          0.000          0.386          0.248           74.5            0.6            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     27/04/2001           2001            117        177.896           75.0              0              0            0.0            0.0            0.0           41.7          0.000          0.386          0.247           75.0            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     28/04/2001           2001            118        177.728           75.4              0              0            0.0            0.0            0.0           41.8          0.000          0.386          0.247           75.4            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     29/04/2001           2001            119        177.562           75.9              0              0            0.0            0.0            0.0           41.9          0.000          0.386          0.246           75.9            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     30/04/2001           2001            120        177.396           76.3              0              0            0.0            0.0            0.0           42.1          0.000          0.386          0.245           76.3            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     01/05/2001           2001            121        181.070           77.0              0              0            0.0            0.0            0.0           42.4          8.000          0.386          0.270           77.0            0.5            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     02/05/2001           2001            122        180.880           77.7              0              0            0.0            0.0            0.0           42.7          0.000          0.386          0.269           77.7            0.5            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     03/05/2001           2001            123        182.647           78.4              0              0            0.0            0.0            0.0           43.1          6.000          0.386          0.282           78.4            0.5            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     04/05/2001           2001            124        201.345           79.0              0              0            0.0            0.0            0.0           42.0         83.000          0.386          0.391           79.0            0.6            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     05/05/2001           2001            125        200.187           79.8              0              0            0.0            0.0            0.0           42.4          0.000          0.386          0.382           79.8            0.7            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     06/05/2001           2001            126        199.272           80.6              0              0            0.0            0.0            0.0           42.9          1.000          0.386          0.375           80.6            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     07/05/2001           2001            127        198.492           81.4              0              0            0.0            0.0            0.0           43.4          0.000          0.386          0.370           81.4            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     08/05/2001           2001            128        204.852           81.9              0              0            0.0            0.0            0.0           42.2         69.000          0.386          0.397           81.9            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     09/05/2001           2001            129        207.804           82.3              0              0            0.0            0.0            0.0           41.0         54.000          0.386          0.401           82.3            0.9            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     10/05/2001           2001            130        204.976           83.0              0              0            0.0            0.0            0.0           41.0          0.000          0.386          0.378           83.0            0.9            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     11/05/2001           2001            131        208.572           83.5              0              0            0.0            0.0            0.0           40.2         43.000          0.386          0.389           83.5            0.9            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     12/05/2001           2001            132        211.642           83.9              0              0            0.0            0.0            0.0           39.2         64.000          0.386          0.394           83.9            0.9            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     13/05/2001           2001            133        208.801           84.5              0              0            0.0            0.0            0.0           39.5          0.000          0.386          0.374           84.5            0.9            0.3            0.2            0.1            0.0            0.0          0.000          0.000          0.436          0.437          0.387
