ApsimVersion = 7.5
Title = Rice-Rice
           Date           year            day            esw        no3_Tot     crop_stage            dae  total_biomass storage_organs     rice_yield        N_avail           rain         dul(1)          sw(1)          no3()         NH4(1)         NH4(2)         NH4(3)         NH4(4)         NH4(5)         NH4(6)          drain     irrigation
     11/01/2001           2001             11         19.355           12.6              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.240           12.6            0.9            0.1            0.0            0.0            0.0            0.0          0.000          0.000
     12/01/2001           2001             12         19.223           12.6              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.239           12.6            0.9            0.1            0.0            0.0            0.0            0.0          0.000          0.000
     13/01/2001           2001             13         19.093           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.239           12.7            0.9            0.1            0.0            0.0            0.0            0.0          0.000          0.000
     14/01/2001           2001             14         18.963           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.238           12.7            0.9            0.1            0.0            0.0            0.0            0.0          0.000          0.000
     15/01/2001           2001             15         18.834           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.237           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     16/01/2001           2001             16         18.705           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.236           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     17/01/2001           2001             17         18.577           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.235           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     18/01/2001           2001             18         18.529           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.234           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     19/01/2001           2001             19         18.523           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.234           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     20/01/2001           2001             20         18.516           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.233           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     21/01/2001           2001             21         18.510           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.232           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     22/01/2001           2001             22         18.503           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.231           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     23/01/2001           2001             23         18.496           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.231           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     24/01/2001           2001             24         18.488           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.230           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     25/01/2001           2001             25         18.481           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.229           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     26/01/2001           2001             26         18.473           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.228           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     27/01/2001           2001             27         18.465           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.227           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     28/01/2001           2001             28         18.456           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.227           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     29/01/2001           2001             29         18.448           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.226           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     30/01/2001           2001             30         18.439           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.225           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     31/01/2001           2001             31         18.430           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.224           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     01/02/2001           2001             32         18.421           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.224           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     02/02/2001           2001             33         18.412           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.223           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     03/02/2001           2001             34         18.402           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.222           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     04/02/2001           2001             35         18.392           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.222           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     05/02/2001           2001             36         18.382           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.221           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     06/02/2001           2001             37         18.372           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.220           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     07/02/2001           2001             38         18.362           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.219           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     08/02/2001           2001             39         18.351           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.219           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     09/02/2001           2001             40         18.340           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.218           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     10/02/2001           2001             41         18.329           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.217           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     11/02/2001           2001             42         18.318           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.217           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     12/02/2001           2001             43         18.307           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.216           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     13/02/2001           2001             44         18.295           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.215           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     14/02/2001           2001             45         18.283           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.215           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     15/02/2001           2001             46         18.271           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.214           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     16/02/2001           2001             47         18.259           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.213           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     17/02/2001           2001             48         18.247           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.213           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     18/02/2001           2001             49         18.234           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.212           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     19/02/2001           2001             50         18.222           12.7              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.211           12.7            0.8            0.0            0.0            0.0            0.0            0.0          0.000          0.000
     20/02/2001           2001             51         18.209           12.8              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.211           12.8            0.8            0.1            0.0            0.0            0.0            0.0          0.000          0.000
     21/02/2001           2001             52         18.196           12.8              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.210           12.8            0.8            0.1            0.0            0.0            0.0            0.0          0.000          0.000
     22/02/2001           2001             53         18.187           12.8              0              0            0.0            0.0            0.0            7.8          6.000          0.386          0.226           12.8            0.8            0.1            0.0            0.0            0.0            0.0          0.000          0.000
     23/02/2001           2001             54         18.179           12.8              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.225           12.8            0.8            0.1            0.0            0.0            0.0            0.0          0.000          0.000
     24/02/2001           2001             55         18.170           12.8              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.225           12.8            0.8            0.1            0.0            0.0            0.0            0.0          0.000          0.000
     25/02/2001           2001             56         18.161           12.8              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.224           12.8            0.8            0.1            0.0            0.0            0.0            0.0          0.000          0.000
     26/02/2001           2001             57         18.152           12.8              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.223           12.8            0.8            0.1            0.0            0.0            0.0            0.0          0.000          0.000
     27/02/2001           2001             58         18.144           12.9              0              0            0.0            0.0            0.0            7.8          4.000          0.386          0.226           12.9            0.8            0.1            0.0            0.0            0.0            0.0          0.000          0.000
     28/02/2001           2001             59         18.135           12.9              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.225           12.9            0.8            0.1            0.0            0.0            0.0            0.0          0.000          0.000
     01/03/2001           2001             60         18.126           12.9              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.224           12.9            0.8            0.1            0.0            0.0            0.0            0.0          0.000          0.000
     02/03/2001           2001             61         18.117           12.9              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.224           12.9            0.8            0.1            0.0            0.0            0.0            0.0          0.000          0.000
     03/03/2001           2001             62         18.108           12.9              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.223           12.9            0.8            0.1            0.0            0.0            0.0            0.0          0.000          0.000
     04/03/2001           2001             63         18.099           12.9              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.222           12.9            0.8            0.1            0.0            0.0            0.0            0.0          0.000          0.000
     05/03/2001           2001             64         18.089           13.0              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.221           13.0            0.8            0.1            0.0            0.0            0.0            0.0          0.000          0.000
     06/03/2001           2001             65         18.079           13.0              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.221           13.0            0.8            0.1            0.0            0.0            0.0            0.0          0.000          0.000
     07/03/2001           2001             66         18.069           13.0              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.220           13.0            0.8            0.1            0.0            0.0            0.0            0.0          0.000          0.000
     08/03/2001           2001             67         18.059           13.0              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.219           13.0            0.8            0.1            0.0            0.0            0.0            0.0          0.000          0.000
     09/03/2001           2001             68         18.049           13.0              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.219           13.0            0.8            0.1            0.0            0.0            0.0            0.0          0.000          0.000
     10/03/2001           2001             69         18.038           13.1              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.218           13.1            0.8            0.1            0.0            0.0            0.0            0.0          0.000          0.000
     11/03/2001           2001             70         18.027           13.1              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.217           13.1            0.8            0.1            0.0            0.0            0.0            0.0          0.000          0.000
     12/03/2001           2001             71         18.016           13.1              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.217           13.1            0.8            0.1            0.0            0.0            0.0            0.0          0.000          0.000
     13/03/2001           2001             72         18.005           13.1              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.216           13.1            0.8            0.1            0.0            0.0            0.0            0.0          0.000          0.000
     14/03/2001           2001             73         17.994           13.1              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.215           13.1            0.8            0.1            0.0            0.0            0.0            0.0          0.000          0.000
     15/03/2001           2001             74         17.982           13.2              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.215           13.2            0.8            0.1            0.0            0.0            0.0            0.0          0.000          0.000
     16/03/2001           2001             75         17.970           13.2              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.214           13.2            0.8            0.1            0.0            0.0            0.0            0.0          0.000          0.000
     17/03/2001           2001             76         17.958           13.2              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.213           13.2            0.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     18/03/2001           2001             77         17.946           13.2              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.213           13.2            0.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     19/03/2001           2001             78         17.934           13.3              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.212           13.3            0.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     20/03/2001           2001             79         17.922           13.3              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.211           13.3            0.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     21/03/2001           2001             80         17.909           13.3              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.211           13.3            0.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     22/03/2001           2001             81         17.896           13.3              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.210           13.3            0.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     23/03/2001           2001             82         17.883           13.4              0              0            0.0            0.0            0.0            7.9          0.000          0.386          0.209           13.4            0.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     24/03/2001           2001             83         17.870           13.4              0              0            0.0            0.0            0.0            7.9          1.000          0.386          0.209           13.4            0.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     25/03/2001           2001             84         17.857           13.4              0              0            0.0            0.0            0.0            7.9          0.000          0.386          0.208           13.4            0.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     26/03/2001           2001             85         17.843           13.5              0              0            0.0            0.0            0.0            7.9          0.000          0.386          0.208           13.5            0.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     27/03/2001           2001             86         17.829           13.5              0              0            0.0            0.0            0.0            7.9          0.000          0.386          0.207           13.5            0.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     28/03/2001           2001             87         17.816           13.5              0              0            0.0            0.0            0.0            7.9          0.000          0.386          0.206           13.5            0.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     29/03/2001           2001             88         17.802           13.5              0              0            0.0            0.0            0.0            7.9          0.000          0.386          0.206           13.5            0.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     30/03/2001           2001             89         17.788           13.6              0              0            0.0            0.0            0.0            7.9          0.000          0.386          0.205           13.6            0.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     31/03/2001           2001             90         17.773           13.6              0              0            0.0            0.0            0.0            7.9          3.000          0.386          0.204           13.6            0.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     01/04/2001           2001             91         17.759           13.6              0              0            0.0            0.0            0.0            7.9          0.000          0.386          0.204           13.6            0.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     02/04/2001           2001             92         17.736           13.7              0              0            0.0            0.0            0.0            7.9          0.000          0.386          0.177           13.7            0.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     03/04/2001           2001             93         17.720           13.7              0              0            0.0            0.0            0.0            7.9          7.000          0.386          0.196           13.7            0.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     04/04/2001           2001             94         17.703           13.7              0              0            0.0            0.0            0.0            7.9          0.000          0.386          0.195           13.7            0.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     05/04/2001           2001             95         17.686           13.8              0              0            0.0            0.0            0.0            7.9          0.000          0.386          0.195           13.8            0.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     06/04/2001           2001             96         17.668           13.8              0              0            0.0            0.0            0.0            7.9          0.000          0.386          0.194           13.8            0.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     07/04/2001           2001             97         17.651           13.8              0              0            0.0            0.0            0.0            7.9          0.000          0.386          0.193           13.8            0.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     08/04/2001           2001             98         17.633           13.8              0              0            0.0            0.0            0.0            7.9          0.000          0.386          0.192           13.8            0.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     09/04/2001           2001             99         17.615           13.9              0              0            0.0            0.0            0.0            7.9          0.000          0.386          0.191           13.9            0.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     10/04/2001           2001            100         17.597           13.9              0              0            0.0            0.0            0.0            7.9          0.000          0.386          0.190           13.9            0.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     11/04/2001           2001            101         17.579           13.9              0              0            0.0            0.0            0.0            7.9          0.000          0.386          0.189           13.9            0.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     12/04/2001           2001            102         17.560           14.0              0              0            0.0            0.0            0.0            7.9          0.000          0.386          0.189           14.0            0.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     13/04/2001           2001            103         17.541           14.0              0              0            0.0            0.0            0.0            7.9          0.000          0.386          0.188           14.0            0.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     14/04/2001           2001            104         17.522           14.0              0              0            0.0            0.0            0.0            7.9          0.000          0.386          0.187           14.0            0.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     15/04/2001           2001            105         17.503           14.1              2              1            4.6            0.0            0.0           12.6          0.000          0.386          0.186           14.1            5.6            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     16/04/2001           2001            106         17.484           14.1              2              2           10.1            0.0            0.0           16.6          0.000          0.386          0.185           14.1            9.6            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     17/04/2001           2001            107         17.464           14.1              2              3           16.4            0.0            0.0           20.0          0.000          0.386          0.185           14.1           12.9            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     18/04/2001           2001            108         17.444           14.2              2              4           23.4            0.0            0.0           22.8          0.000          0.386          0.184           14.2           15.7            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     19/04/2001           2001            109         17.424           14.2              2              5           32.1            0.0            0.0           25.2          2.000          0.386          0.183           14.2           18.1            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     20/04/2001           2001            110         17.404           14.2              2              6           41.9            0.0            0.0           27.2          0.000          0.386          0.182           14.2           20.1            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     21/04/2001           2001            111         17.384           14.2              2              7           53.0            0.0            0.0           28.9          0.000          0.386          0.182           14.2           21.8            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     22/04/2001           2001            112         17.363           14.3              2              8           65.8            0.0            0.0           30.3          0.000          0.386          0.181           14.3           23.2            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     23/04/2001           2001            113         17.342           14.3              2              9           80.9            0.0            0.0           31.5          1.000          0.386          0.180           14.3           24.4            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     24/04/2001           2001            114         17.321           14.3              2             10           98.1            0.0            0.0           32.5          0.000          0.386          0.179           14.3           25.4            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     25/04/2001           2001            115         17.300           14.4              2             11          117.6            0.0            0.0           33.4          0.000          0.386          0.179           14.4           26.3            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     26/04/2001           2001            116         17.279           14.4              2             12          138.5            0.0            0.0           34.1          0.000          0.386          0.178           14.4           27.0            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     27/04/2001           2001            117         17.258           14.4              2             13          162.4            0.0            0.0           34.7          0.000          0.386          0.177           14.4           27.6            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     28/04/2001           2001            118         17.236           14.5              2             14          189.9            0.0            0.0           35.2          0.000          0.386          0.176           14.5           28.1            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     29/04/2001           2001            119         17.214           14.5              2             15          221.8            0.0            0.0           35.6          0.000          0.386          0.176           14.5           28.6            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     30/04/2001           2001            120         17.192           14.5              2             16          259.6            0.0            0.0           40.1          0.000          0.386          0.175           14.5           28.9            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     01/05/2001           2001            121         17.181           14.6              2             17          306.6            0.0            0.0           40.5          8.000          0.386          0.211           14.6           29.2            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     02/05/2001           2001            122         17.167           14.6              2             18          357.4            0.0            0.0           40.7          0.000          0.386          0.201           14.6           29.5            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     03/05/2001           2001            123         17.160           14.6              2             19          405.7            0.0            0.0           41.0          6.000          0.386          0.227           14.6           29.7            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     04/05/2001           2001            124         69.291           14.5              2             20          456.7            0.0            0.0           41.7         83.000          0.386          0.423           14.5           30.5            0.4            0.1            0.0            0.0            0.0          0.000          0.000
     05/05/2001           2001            125         92.768           17.9              2             21          511.1            0.0            0.0           40.5          0.000          0.386          0.421           17.9           27.4            0.5            0.2            0.0            0.0            0.0          0.000          0.000
     06/05/2001           2001            126         91.569           31.6              2             22          571.8            0.0            0.0           70.1          1.000          0.386          0.401           31.6           43.0            1.1            0.2            0.0            0.0            0.0          0.000          0.000
     07/05/2001           2001            127         90.213           46.8              2             23          633.1            0.0            0.0           77.9          0.000          0.386          0.387           46.8           35.5            1.4            0.2            0.0            0.0            0.0          0.000          0.000
     08/05/2001           2001            128        119.889           46.1              2             24          704.0            0.0            0.0           75.5         69.000          0.386          0.425           46.1           37.1            1.9            0.3            0.0            0.0            0.0          0.000          0.000
     09/05/2001           2001            129        143.856           45.4              2             25          776.2            0.0            0.0           70.9         54.000          0.386          0.425           45.4           37.5            2.2            0.5            0.1            0.0            0.0          0.000          0.000
     10/05/2001           2001            130        167.827           44.9              2             26          847.9            0.0            0.0           66.1          0.000          0.386          0.425           44.9           37.8            2.3            0.6            0.1            0.0            0.0          0.000          0.000
     11/05/2001           2001            131        192.018           44.3              2             27          931.1            0.0            0.0           61.7         43.000          0.386          0.426           44.3           38.0            2.4            0.7            0.1            0.0            0.0          0.000          0.000
     12/05/2001           2001            132        216.077           43.8              2             28         1019.1            0.0            0.0           57.8         64.000          0.386          0.426           43.8           38.2            2.5            0.7            0.1            0.0            0.0          0.000          0.000
     13/05/2001           2001            133        239.478           43.3              2             29         1119.6            0.0            0.0           54.6          0.000          0.386          0.422           43.3           38.4            2.6            0.8            0.1            0.0            0.0          0.000          0.000
     14/05/2001           2001            134        263.447           42.8              3             30          159.9            0.0            0.0           52.1          0.000          0.386          0.422           42.8           38.6            2.7            0.8            0.1            0.0            0.0          0.000          0.000
     15/05/2001           2001            135        281.165           39.7              4             31          165.5            0.0            0.0           41.4          0.000          0.386          0.422           39.7           34.3            2.7            0.9            0.1            0.0            0.0          6.259        117.247
     16/05/2001           2001            136        287.166           39.2              4             32          175.1            0.0            0.0           34.6          0.000          0.386          0.419           39.2           34.0            2.8            0.9            0.2            0.0            0.0          1.000          0.000
     17/05/2001           2001            137        286.948           38.7              4             33          185.2            0.0            0.0           34.3          0.000          0.386          0.418           38.7           33.8            2.9            1.0            0.2            0.0            0.0          1.000          0.000
     18/05/2001           2001            138        287.851           38.3              4             34          192.8            0.0            0.0           34.1          0.000          0.386          0.424           38.3           33.9            3.0            1.0            0.2            0.0            0.0          1.000          0.000
     19/05/2001           2001            139        287.477           37.8              4             35          201.6            0.0            0.0           34.2          0.000          0.386          0.422           37.8           33.8            3.1            1.1            0.2            0.0            0.0          1.000          0.000
     20/05/2001           2001            140        287.364           37.3              4             36          211.1            0.0            0.0           34.0         34.000          0.386          0.421           37.3           33.6            3.2            1.1            0.2            0.0            0.0          1.000          0.000
     21/05/2001           2001            141        287.603           36.9              4             37          219.4            0.0            0.0           33.9          0.000          0.386          0.422           36.9           33.6            3.3            1.2            0.2            0.0            0.0          1.000          0.000
     22/05/2001           2001            142        287.899           36.4              4             38          227.2            0.0            0.0           33.9          0.000          0.386          0.424           36.4           33.6            3.4            1.2            0.2            0.0            0.0          1.000          0.000
     23/05/2001           2001            143        287.806           36.0              4             39          236.4            0.0            0.0           33.9         33.000          0.386          0.424           36.0           33.4            3.5            1.3            0.2            0.0            0.0          1.000          0.000
     24/05/2001           2001            144        287.870           35.0              4             40          248.5            0.0            0.0           33.7         21.000          0.386          0.424           35.0           33.7            3.6            1.3            0.2            0.0            0.0          1.000          0.000
     25/05/2001           2001            145        287.738           34.0              4             41          261.6            0.0            0.0           40.9          3.000          0.386          0.423           34.0           33.9            3.6            1.4            0.2            0.0            0.0          1.000          0.000
     26/05/2001           2001            146        287.754           32.9              4             42          278.2            0.0            0.0           40.5          0.000          0.386          0.424           32.9           34.2            3.7            1.4            0.3            0.0            0.0          1.000          0.000
     27/05/2001           2001            147        287.409           31.9              4             43          296.7            0.0            0.0           40.1         30.000          0.386          0.422           31.9           34.4            3.8            1.5            0.3            0.0            0.0          1.000          0.000
     28/05/2001           2001            148        287.419           30.8              4             44          316.4            0.0            0.0           39.7          0.000          0.386          0.422           30.8           34.7            3.9            1.5            0.3            0.0            0.0          1.000          0.000
     29/05/2001           2001            149        287.329           30.1              4             45          339.8            0.0            0.0           39.4          0.000          0.386          0.422           30.1           34.5            3.9            1.6            0.3            0.0            0.0          1.000          0.000
     30/05/2001           2001            150        287.248           29.8              4             46          368.0            0.0            0.0           38.8          1.000          0.386          0.422           29.8           33.8            3.9            1.6            0.3            0.0            0.0          1.000          0.000
     31/05/2001           2001            151        287.099           29.5              4             47          400.9            0.0            0.0           38.1          0.000          0.386          0.421           29.5           33.0            3.9            1.7            0.3            0.0            0.0          1.000          0.000
     01/06/2001           2001            152        286.975           29.2              4             48          440.4            0.0            0.0           37.2          7.000          0.386          0.421           29.2           31.9            3.8            1.7            0.3            0.0            0.0          1.000          0.000
