ApsimVersion = 7.5
Title = Sweet Corn Sample Simulation
           Date           rain DaysAfterSowing    zadok_stage     day_length PhenologyStage            LAI        Biomass          Yield      RootDepth             ep WaterStressPhoto WaterStressExpansion   NStressPhoto temp_stress_photo         tt_tot           maxt           mint           radn  TTAfterSowing             TT     LeafLiveWt     StemLiveWt
  (dd/mmm/yyyy)           (mm)           (day)             ()        (hours)             ()      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)           (mm)               ()                   ()             ()                ()             ()           (oC)           (oC)       (MJ/m^2)     (deg.days)      (deg.day)        (g/m^2)        (g/m^2)
    22/Sep/1998          0.000               0              ?         12.991          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         25.000         11.500         20.000          0.000          0.000           0.00           0.00
    23/Sep/1998          0.000               0              ?         13.020          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         23.500         11.500         15.000          0.000          0.000           0.00           0.00
    24/Sep/1998          0.400               0              ?         13.048          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         25.500         17.000         12.000          0.000          0.000           0.00           0.00
    25/Sep/1998         24.600               0              ?         13.077          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         22.500         16.000         12.000          0.000          0.000           0.00           0.00
    26/Sep/1998          1.200               0              ?         13.105          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         23.500         13.500         17.000          0.000          0.000           0.00           0.00
    27/Sep/1998          0.000               0              ?         13.134          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         25.000         15.000         17.000          0.000          0.000           0.00           0.00
    28/Sep/1998          0.000               0              ?         13.162          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         27.000         14.000         20.000          0.000          0.000           0.00           0.00
    29/Sep/1998          0.000               0              ?         13.191          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         27.500         12.000         24.000          0.000          0.000           0.00           0.00
    30/Sep/1998          0.000               0              ?         13.219          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         29.500         13.000         25.000          0.000          0.000           0.00           0.00
    01/Oct/1998          0.000               0              ?         13.248          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         27.500         12.000         25.000          0.000          0.000           0.00           0.00
    02/Oct/1998          0.000               0              ?         13.277          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         28.500         11.000         25.000          0.000          0.000           0.00           0.00
    03/Oct/1998          0.000               0              ?         13.305          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         30.000         10.000         26.000          0.000          0.000           0.00           0.00
    04/Oct/1998          0.000               0              ?         13.334          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         31.500         11.500         25.000          0.000          0.000           0.00           0.00
    05/Oct/1998          0.000               0              ?         13.362          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         29.500         16.500         23.000          0.000          0.000           0.00           0.00
    06/Oct/1998          0.000               0              ?         13.391          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         30.500         15.000         17.000          0.000          0.000           0.00           0.00
    07/Oct/1998          0.000               0              ?         13.419          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         24.500         15.500         22.000          0.000          0.000           0.00           0.00
    08/Oct/1998          0.000               0              ?         13.447          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         24.500          5.000         26.000          0.000          0.000           0.00           0.00
    09/Oct/1998          0.000               0              ?         13.476          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         24.500         11.500         15.000          0.000          0.000           0.00           0.00
    10/Oct/1998          2.000               0              ?         13.504          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         24.000         15.500         22.000          0.000          0.000           0.00           0.00
    11/Oct/1998          0.000               0              ?         13.532          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         27.500          9.500         24.000          0.000          0.000           0.00           0.00
    12/Oct/1998          0.000               0              ?         13.560          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         29.500          9.500         23.000          0.000          0.000           0.00           0.00
    13/Oct/1998          0.000               0              ?         13.588          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         34.500         14.500         20.000          0.000          0.000           0.00           0.00
    14/Oct/1998          7.000               0              ?         13.616          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         34.000         16.000         27.000          0.000          0.000           0.00           0.00
    15/Oct/1998          0.000               0              ?         13.644          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         31.500         15.000         24.000          0.000          0.000           0.00           0.00
    16/Oct/1998          0.000               0              ?         13.672          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         28.500         11.000         22.000          0.000          0.000           0.00           0.00
    17/Oct/1998          0.000               0              ?         13.699          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         29.000         17.500         25.000          0.000          0.000           0.00           0.00
    18/Oct/1998          0.000               0              ?         13.727          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         32.000         16.000         25.000          0.000          0.000           0.00           0.00
    19/Oct/1998          0.000               0              ?         13.754          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         34.500         14.500         28.000          0.000          0.000           0.00           0.00
    20/Oct/1998          0.000               0              ?         13.781          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         26.000         17.500         21.000          0.000          0.000           0.00           0.00
    21/Oct/1998          0.000               0              ?         13.808          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         25.000         14.500         21.000          0.000          0.000           0.00           0.00
    22/Oct/1998          0.000               0              ?         13.835          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         26.500         11.500         19.000          0.000          0.000           0.00           0.00
    23/Oct/1998          0.000               0              ?         13.862          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         29.000         11.000         25.000          0.000          0.000           0.00           0.00
    24/Oct/1998          0.000               0              ?         13.889          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         29.500         14.500         20.000          0.000          0.000           0.00           0.00
    25/Oct/1998          0.000               0              ?         13.915          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         22.500         14.500         10.000          0.000          0.000           0.00           0.00
    26/Oct/1998          6.800               0              ?         13.941          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         30.000         19.000         14.000          0.000          0.000           0.00           0.00
    27/Oct/1998          0.000               0              ?         13.967          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         33.000         19.500         25.000          0.000          0.000           0.00           0.00
    28/Oct/1998          0.000               0              ?         13.993          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         26.500         11.000         27.000          0.000          0.000           0.00           0.00
    29/Oct/1998          0.000               0              ?         14.018          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         27.000          8.000         25.000          0.000          0.000           0.00           0.00
    30/Oct/1998          0.000               0              ?         14.044          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         24.500         16.500         11.000          0.000          0.000           0.00           0.00
    31/Oct/1998          3.200               0              ?         14.069          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         31.500         17.000         21.000          0.000          0.000           0.00           0.00
    01/Nov/1998          0.000               0              ?         14.093          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         25.500         16.500         20.000          0.000          0.000           0.00           0.00
    02/Nov/1998          1.000               0              ?         14.118          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         24.500         13.500         21.000          0.000          0.000           0.00           0.00
    03/Nov/1998          0.000               0              ?         14.142          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         26.000         10.000         26.000          0.000          0.000           0.00           0.00
    04/Nov/1998          0.000               0              ?         14.166          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         27.500          9.500         27.000          0.000          0.000           0.00           0.00
    05/Nov/1998          0.000               0              ?         14.190          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         31.500         14.000         23.000          0.000          0.000           0.00           0.00
    06/Nov/1998          0.000               0              ?         14.213          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         30.000         14.500         21.000          0.000          0.000           0.00           0.00
    07/Nov/1998          0.000               0              ?         14.236          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         30.000         16.000         25.000          0.000          0.000           0.00           0.00
    08/Nov/1998          0.000               0              ?         14.259          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         32.000         15.000         22.000          0.000          0.000           0.00           0.00
    09/Nov/1998          0.000               0              ?         14.281          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         29.000         20.500         21.000          0.000          0.000           0.00           0.00
    10/Nov/1998          0.000               0              ?         14.303          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         28.000         17.500         18.000          0.000          0.000           0.00           0.00
    11/Nov/1998          0.200               0              ?         14.325          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         29.500         12.500         20.000          0.000          0.000           0.00           0.00
    12/Nov/1998          0.000               0              ?         14.346          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         24.500         18.500         10.000          0.000          0.000           0.00           0.00
    13/Nov/1998          1.200               0              ?         14.367          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         23.000         18.000         12.000          0.000          0.000           0.00           0.00
    14/Nov/1998         16.600               0              ?         14.387          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         30.000         19.000         20.000          0.000          0.000           0.00           0.00
    15/Nov/1998          0.000               0              ?         14.407          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         31.000         18.000         25.000          0.000          0.000           0.00           0.00
    16/Nov/1998          0.000               0              ?         14.427          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         32.000         16.500         27.000          0.000          0.000           0.00           0.00
    17/Nov/1998          0.000               0              ?         14.446          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         30.000         16.000         25.000          0.000          0.000           0.00           0.00
    18/Nov/1998          0.000               0              ?         14.465          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         28.000         15.000         20.000          0.000          0.000           0.00           0.00
    19/Nov/1998          8.800               0              ?         14.483          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         26.500         13.000         26.000          0.000          0.000           0.00           0.00
    20/Nov/1998          0.000               0              ?         14.501          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         26.000         12.000         23.000          0.000          0.000           0.00           0.00
    21/Nov/1998          0.000               0              ?         14.518          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         27.500         12.500         24.000          0.000          0.000           0.00           0.00
    22/Nov/1998          0.400               0              ?         14.535          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         30.500         16.500         23.000          0.000          0.000           0.00           0.00
    23/Nov/1998         11.400               0              ?         14.551          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         32.000         15.000         25.000          0.000          0.000           0.00           0.00
    24/Nov/1998          0.200               0              ?         14.567          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         31.000         17.500         17.000          0.000          0.000           0.00           0.00
    25/Nov/1998         41.600               0              ?         14.582          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         26.000         17.000         15.000          0.000          0.000           0.00           0.00
    26/Nov/1998         13.600               0              ?         14.597          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         28.000         16.000         26.000          0.000          0.000           0.00           0.00
    27/Nov/1998         22.100               0              ?         14.611          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         27.000         13.000         27.000          0.000          0.000           0.00           0.00
    28/Nov/1998          0.000               0              ?         14.625          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         30.000         16.500         16.000          0.000          0.000           0.00           0.00
    29/Nov/1998          9.800               0              ?         14.638          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         27.000         17.500         22.000          0.000          0.000           0.00           0.00
    30/Nov/1998          0.000               0              ?         14.651          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         30.500         16.000         29.000          0.000          0.000           0.00           0.00
    01/Dec/1998          0.000               0              ?         14.663          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         27.000         13.500         26.000          0.000          0.000           0.00           0.00
    02/Dec/1998          0.000               0              ?         14.674          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         27.000         14.000         26.000          0.000          0.000           0.00           0.00
    03/Dec/1998          0.000               0              ?         14.685          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         30.500         12.000         29.000          0.000          0.000           0.00           0.00
    04/Dec/1998          0.000               0              ?         14.695          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         34.000         13.000         28.000          0.000          0.000           0.00           0.00
    05/Dec/1998          0.000               0              ?         14.705          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         31.500         17.000         25.000          0.000          0.000           0.00           0.00
    06/Dec/1998          0.200               0              ?         14.713          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         30.000         16.500         26.000          0.000          0.000           0.00           0.00
    07/Dec/1998          0.000               0              ?         14.722          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         31.500         18.000         26.000          0.000          0.000           0.00           0.00
    08/Dec/1998          0.000               0              ?         14.729          0.000          0.000            0.0            0.0          0.000          0.000            0.000                0.000          0.000             1.000              ?         30.000         19.000         20.000          0.000          0.000           0.00           0.00
