ApsimVersion = 7.9
Title = APSwim Sample Simulation
           date        WTdepth       drain230            lai             ep     root_depth    nfact_photo    swdef_photo           sw50          sw100          sw140          sw200       uptake50      uptake100      uptake140      uptake200
     20/02/2000        130.000         20.850          0.000          0.000          0.000          0.000          0.000          0.398          0.383          0.408          0.399          0.000          0.000          0.000          0.000
     21/02/2000        130.000         20.203          0.000          0.000          0.000          0.000          0.000          0.398          0.383          0.408          0.399          0.000          0.000          0.000          0.000
     22/02/2000        130.000          6.878          0.000          0.000          0.000          0.000          0.000          0.396          0.393          0.408          0.399          0.000          0.000          0.000          0.000
     23/02/2000        130.000         17.948          0.000          0.000          0.000          0.000          0.000          0.398          0.383          0.408          0.399          0.000          0.000          0.000          0.000
     24/02/2000        130.000         18.716          0.000          0.000          0.000          0.000          0.000          0.398          0.383          0.408          0.399          0.000          0.000          0.000          0.000
     25/02/2000        130.000         47.749          0.000          0.000          0.000          0.000          0.000          0.401          0.398          0.408          0.399          0.000          0.000          0.000          0.000
     26/02/2000        130.000         37.527          0.000          0.000          0.000          0.000          0.000          0.399          0.389          0.408          0.399          0.000          0.000          0.000          0.000
     27/02/2000        130.000         33.680          0.000          0.000          0.000          0.000          0.000          0.399          0.387          0.408          0.399          0.000          0.000          0.000          0.000
     28/02/2000        130.000         47.924          0.000          0.000          0.000          0.000          0.000          0.401          0.397          0.408          0.399          0.000          0.000          0.000          0.000
     29/02/2000        130.000         43.562          0.000          0.000          0.000          0.000          0.000          0.400          0.393          0.408          0.399          0.000          0.000          0.000          0.000
     01/03/2000        130.000         48.963          0.000          0.000          0.000          0.000          0.000          0.401          0.397          0.408          0.399          0.000          0.000          0.000          0.000
     02/03/2000        130.000         36.803          0.000          0.000          0.000          0.000          0.000          0.399          0.388          0.408          0.399          0.000          0.000          0.000          0.000
     03/03/2000        130.000          9.617          0.000          0.000          0.000          0.000          0.000          0.398          0.397          0.408          0.399          0.000          0.000          0.000          0.000
     04/03/2000        130.000          7.590          0.000          0.000          0.000          0.000          0.000          0.396          0.394          0.408          0.399          0.000          0.000          0.000          0.000
     05/03/2000        130.000          5.901          0.000          0.000          0.000          0.000          0.000          0.391          0.392          0.408          0.399          0.000          0.000          0.000          0.000
     06/03/2000        130.000          4.520          0.000          0.000          0.000          0.000          0.000          0.387          0.389          0.408          0.399          0.000          0.000          0.000          0.000
     07/03/2000        130.000          3.350          0.000          0.000          0.000          0.000          0.000          0.384          0.386          0.408          0.399          0.000          0.000          0.000          0.000
     08/03/2000        130.000          2.534          0.000          0.000          0.000          0.000          0.000          0.382          0.385          0.408          0.399          0.000          0.000          0.000          0.000
     09/03/2000        130.000          2.012          0.000          0.000          0.000          0.000          0.000          0.395          0.384          0.408          0.399          0.000          0.000          0.000          0.000
     10/03/2000        130.000         41.269          0.000          0.000          0.000          0.000          0.000          0.401          0.396          0.408          0.399          0.000          0.000          0.000          0.000
     11/03/2000        130.000         29.187          0.000          0.000          0.000          0.000          0.000          0.398          0.385          0.408          0.399          0.000          0.000          0.000          0.000
     12/03/2000        130.000          8.479          0.000          0.000          0.000          0.000          0.000          0.398          0.397          0.408          0.399          0.000          0.000          0.000          0.000
     13/03/2000        130.000         14.807          0.000          0.000          0.000          0.000          0.000          0.398          0.381          0.408          0.399          0.000          0.000          0.000          0.000
     14/03/2000        130.000         15.414          0.000          0.000          0.000          0.000          0.000          0.398          0.381          0.408          0.399          0.000          0.000          0.000          0.000
     15/03/2000        130.000         31.611          0.000          0.000          0.000          0.000          0.000          0.399          0.387          0.408          0.399          0.000          0.000          0.000          0.000
     16/03/2000        130.000         18.918          0.000          0.000          0.000          0.000          0.000          0.398          0.381          0.408          0.399          0.000          0.000          0.000          0.000
     17/03/2000        130.000         43.399          0.000          0.000          0.000          0.000          0.000          0.400          0.395          0.408          0.399          0.000          0.000          0.000          0.000
     18/03/2000        130.000         47.928          0.000          0.000          0.000          0.000          0.000          0.401          0.396          0.408          0.399          0.000          0.000          0.000          0.000
     19/03/2000        130.000         11.191          0.000          0.000          0.000          0.000          0.000          0.398          0.395          0.408          0.399          0.000          0.000          0.000          0.000
     20/03/2000        130.000         16.473          0.000          0.000          0.000          0.000          0.000          0.398          0.382          0.408          0.399          0.000          0.000          0.000          0.000
     21/03/2000        130.000         16.069          0.000          0.000          0.000          0.000          0.000          0.398          0.381          0.408          0.399          0.000          0.000          0.000          0.000
     22/03/2000        130.000          6.377          0.000          0.000          0.000          0.000          0.000          0.391          0.392          0.408          0.399          0.000          0.000          0.000          0.000
     23/03/2000        130.000          4.582          0.000          0.000          0.000          0.000          0.000          0.388          0.389          0.408          0.399          0.000          0.000          0.000          0.000
     24/03/2000        130.000          3.456          0.000          0.000          0.000          0.000          0.000          0.385          0.387          0.408          0.399          0.000          0.000          0.000          0.000
     25/03/2000        130.000          2.611          0.000          0.000          0.000          0.000          0.000          0.382          0.385          0.408          0.399          0.000          0.000          0.000          0.000
     26/03/2000        130.000          2.055          0.000          0.000          0.000          0.000          0.000          0.380          0.384          0.408          0.399          0.000          0.000          0.000          0.000
     27/03/2000        130.000          1.684          0.000          0.000          0.000          0.000          0.000          0.379          0.383          0.408          0.399          0.000          0.000          0.000          0.000
     28/03/2000        130.000          1.422          0.000          0.000          0.000          0.000          0.000          0.377          0.382          0.408          0.399          0.000          0.000          0.000          0.000
     29/03/2000        130.000          1.227          0.000          0.000          0.000          0.000          0.000          0.376          0.381          0.408          0.399          0.000          0.000          0.000          0.000
     30/03/2000        130.000          1.075          0.000          0.000          0.000          0.000          0.000          0.376          0.381          0.408          0.399          0.000          0.000          0.000          0.000
     31/03/2000        130.000          0.964          0.000          0.000          0.000          0.000          0.000          0.397          0.381          0.408          0.399          0.000          0.000          0.000          0.000
     01/04/2000        130.000          1.405          0.000          0.000          0.000          0.000          0.000          0.397          0.388          0.408          0.399          0.000          0.000          0.000          0.000
     02/04/2000        130.000          4.313          0.000          0.000          0.000          0.000          0.000          0.398          0.394          0.408          0.399          0.000          0.000          0.000          0.000
     03/04/2000        130.000          6.442          0.000          0.000          0.000          0.000          0.000          0.397          0.395          0.408          0.399          0.000          0.000          0.000          0.000
     04/04/2000        130.000         42.847          0.000          0.000          0.000          0.000          0.000          0.400          0.394          0.408          0.399          0.000          0.000          0.000          0.000
     05/04/2000        130.000         10.550          0.000          0.000          0.000          0.000          0.000          0.398          0.396          0.408          0.399          0.000          0.000          0.000          0.000
     06/04/2000        130.000          6.663          0.000          0.000          0.000          0.000          0.000          0.394          0.393          0.408          0.399          0.000          0.000          0.000          0.000
     07/04/2000        130.000         38.273          0.000          0.000          0.000          0.000          0.000          0.400          0.392          0.408          0.399          0.000          0.000          0.000          0.000
     08/04/2000        130.000         69.157          0.000          0.000          0.000          0.000          0.000          0.406          0.414          0.408          0.399          0.000          0.000          0.000          0.000
     09/04/2000        130.000         31.906          0.000          0.000          0.000          0.000          0.000          0.398          0.384          0.408          0.399          0.000          0.000          0.000          0.000
     10/04/2000        180.000         34.265          0.000          0.000          0.000          0.000          0.000          0.398          0.394          0.392          0.399          0.000          0.000          0.000          0.000
     11/04/2000        180.000         31.811          0.000          0.000          0.000          0.000          0.000          0.399          0.394          0.392          0.399          0.000          0.000          0.000          0.000
     12/04/2000        180.000         28.475          0.000          0.000          0.000          0.000          0.000          0.398          0.394          0.392          0.399          0.000          0.000          0.000          0.000
     13/04/2000        180.000         25.812          0.000          0.000          0.000          0.000          0.000          0.398          0.394          0.392          0.399          0.000          0.000          0.000          0.000
     14/04/2000        180.000         27.481          0.000          0.000          0.000          0.000          0.000          0.398          0.394          0.392          0.399          0.000          0.000          0.000          0.000
     15/04/2000        180.000         14.897          0.000          0.000          0.000          0.000          0.000          0.398          0.394          0.393          0.399          0.000          0.000          0.000          0.000
     16/04/2000        180.000         10.364          0.000          0.000          0.000          0.000          0.000          0.397          0.390          0.388          0.399          0.000          0.000          0.000          0.000
     17/04/2000        180.000          6.726          0.000          0.000          0.000          0.000          0.000          0.391          0.388          0.386          0.399          0.000          0.000          0.000          0.000
     18/04/2000        180.000          5.125          0.000          0.000          0.000          0.000          0.000          0.387          0.385          0.383          0.399          0.000          0.000          0.000          0.000
     19/04/2000        180.000          3.897          0.000          0.000          0.000          0.000          0.000          0.385          0.382          0.381          0.399          0.000          0.000          0.000          0.000
     20/04/2000        180.000          3.110          0.000          0.000          0.000          0.000          0.000          0.382          0.380          0.379          0.399          0.000          0.000          0.000          0.000
     21/04/2000        180.000          2.591          0.000          0.000          0.000          0.000          0.000          0.384          0.379          0.378          0.399          0.000          0.000          0.000          0.000
     22/04/2000        180.000          2.225          0.000          0.000          0.000          0.000          0.000          0.386          0.378          0.377          0.399          0.000          0.000          0.000          0.000
     23/04/2000        180.000          2.017          0.000          0.000          0.000          0.000          0.000          0.398          0.394          0.378          0.399          0.000          0.000          0.000          0.000
     24/04/2000        180.000         10.415          0.000          0.000          0.000          0.000          0.000          0.398          0.394          0.393          0.399          0.000          0.000          0.000          0.000
     25/04/2000        180.000         71.765          0.000          0.000          0.000          0.000          0.000          0.403          0.398          0.384          0.399          0.000          0.000          0.000          0.000
     26/04/2000        180.000         62.964          0.000          0.000          0.000          0.000          0.000          0.401          0.396          0.391          0.399          0.000          0.000          0.000          0.000
     27/04/2000        180.000         58.245          0.000          0.000          0.000          0.000          0.000          0.401          0.396          0.391          0.399          0.000          0.000          0.000          0.000
     28/04/2000        180.000         18.664          0.000          0.000          0.000          0.000          0.000          0.398          0.394          0.393          0.399          0.000          0.000          0.000          0.000
     29/04/2000        180.000         19.559          0.000          0.000          0.000          0.000          0.000          0.398          0.394          0.392          0.399          0.000          0.000          0.000          0.000
     30/04/2000        180.000         10.804          0.000          0.000          0.000          0.000          0.000          0.392          0.388          0.387          0.399          0.000          0.000          0.000          0.000
     01/05/2000        180.000          5.830          0.000          0.000          0.000          0.000          0.000          0.388          0.385          0.384          0.399          0.000          0.000          0.000          0.000
     02/05/2000        180.000          4.104          0.000          0.000         20.000          0.000          1.000          0.385          0.383          0.382          0.399          0.000          0.000          0.000          0.000
     03/05/2000        180.000          3.204          0.000          0.000         20.000          0.000          1.000          0.382          0.381          0.380          0.399          0.000          0.000          0.000          0.000
     04/05/2000        180.000          2.644          0.000          0.000         20.000          0.000          1.000          0.380          0.379          0.378          0.399          0.000          0.000          0.000          0.000
     05/05/2000        180.000          2.260          0.000          0.000         20.000          0.000          1.000          0.379          0.378          0.377          0.399          0.000          0.000          0.000          0.000
     06/05/2000        180.000          1.977          0.000          0.000         20.000          0.000          1.000          0.377          0.376          0.375          0.399          0.000          0.000          0.000          0.000
     07/05/2000        180.000          1.760          0.000          0.000         20.000          0.000          1.000          0.376          0.375          0.374          0.399          0.000          0.000          0.000          0.000
     08/05/2000        180.000          1.587          0.000          0.000         20.000          0.000          1.000          0.377          0.374          0.373          0.399          0.000          0.000          0.000          0.000
     09/05/2000        180.000          4.320          0.000          0.000         20.000          0.000          1.000          0.399          0.394          0.393          0.399          0.000          0.000          0.000          0.000
     10/05/2000        180.000         15.923          0.000          0.000         20.000          0.000          1.000          0.398          0.394          0.393          0.399          0.000          0.000          0.000          0.000
     11/05/2000        180.000         10.738          0.000          0.000         20.000          0.000          1.000          0.397          0.390          0.388          0.399          0.000          0.000          0.000          0.000
     12/05/2000        180.000          6.693          0.000          0.000         20.000          0.000          1.000          0.391          0.387          0.386          0.399          0.000          0.000          0.000          0.000
     13/05/2000        180.000          5.096          0.000          0.000         20.000          0.000          1.000          0.388          0.385          0.383          0.399          0.000          0.000          0.000          0.000
     14/05/2000        180.000          3.889          0.000          0.000         20.000          0.000          1.000          0.386          0.382          0.381          0.399          0.000          0.000          0.000          0.000
     15/05/2000        180.000          3.125          0.000          0.000         20.000          0.000          1.000          0.384          0.381          0.380          0.399          0.000          0.000          0.000          0.000
     16/05/2000        180.000          2.634          0.000          0.000         20.000          0.000          1.000          0.393          0.380          0.378          0.399          0.000          0.000          0.000          0.000
     17/05/2000        180.000          2.309          0.000          0.000         20.000          0.000          1.000          0.396          0.381          0.377          0.399          0.000          0.000          0.000          0.000
     18/05/2000        180.000          2.266          0.000          0.000         20.000          0.000          1.000          0.391          0.386          0.379          0.399          0.000          0.000          0.000          0.000
     19/05/2000        180.000         50.570          0.000          0.000         20.000          0.000          1.000          0.401          0.397          0.390          0.399          0.000          0.000          0.000          0.000
     20/05/2000        180.000         65.837          0.000          0.000         20.000          0.000          1.000          0.401          0.397          0.390          0.399          0.000          0.000          0.000          0.000
     21/05/2000        180.000         15.198          0.000          0.000         20.000          0.000          1.000          0.398          0.393          0.391          0.399          0.000          0.000          0.000          0.000
     22/05/2000        180.000          8.949          0.000          0.000         20.000          0.000          1.000          0.394          0.388          0.387          0.399          0.000          0.000          0.000          0.000
     23/05/2000        180.000          6.068          0.000          0.000         20.000          0.000          1.000          0.398          0.392          0.387          0.399          0.000          0.000          0.000          0.000
     24/05/2000        180.000          7.066          0.000          0.000         20.000          0.000          1.000          0.396          0.389          0.387          0.399          0.000          0.000          0.000          0.000
     25/05/2000        180.000          6.117          0.000          0.000         20.000          0.000          1.000          0.391          0.387          0.385          0.399          0.000          0.000          0.000          0.000
     26/05/2000        180.000          4.854          0.000          0.000         20.000          0.000          1.000          0.388          0.384          0.383          0.399          0.000          0.000          0.000          0.000
     27/05/2000        180.000          3.794          0.000          0.000         20.000          0.000          1.000          0.385          0.382          0.381          0.399          0.000          0.000          0.000          0.000
     28/05/2000        180.000          3.071          0.000          0.000         20.000          0.000          1.000          0.383          0.381          0.379          0.399          0.000          0.000          0.000          0.000
     29/05/2000        180.000          2.583          0.000          0.000         20.000          0.000          1.000          0.381          0.379          0.378          0.399          0.000          0.000          0.000          0.000
     30/05/2000        180.000          2.236          0.000          0.000         20.000          0.000          1.000          0.379          0.378          0.377          0.399          0.000          0.000          0.000          0.000
     31/05/2000        180.000          1.975          0.000          0.000         20.000          0.000          1.000          0.378          0.377          0.376          0.399          0.000          0.000          0.000          0.000
     01/06/2000        180.000          1.770          0.010          0.000         20.000          0.000          1.000          0.376          0.375          0.374          0.399          0.000          0.000          0.000          0.000
     02/06/2000        180.000          1.603          0.011          0.014         30.000          1.000          1.000          0.375          0.374          0.374          0.399          0.000          0.000          0.000          0.000
     03/06/2000        180.000          1.466          0.012          0.015         40.000          1.000          1.000          0.374          0.373          0.373          0.399          0.000          0.000          0.000          0.000
     04/06/2000        180.000          1.351          0.012          0.011         50.000          1.000          1.000          0.373          0.373          0.372          0.399          0.000          0.000          0.000          0.000
     05/06/2000        180.000          1.252          0.013          0.006         60.000          1.000          1.000          0.372          0.372          0.371          0.399          0.000          0.000          0.000          0.000
     06/06/2000        180.000          1.167          0.013          0.004         70.000          1.000          1.000          0.371          0.371          0.370          0.399          0.000          0.000          0.000          0.000
     07/06/2000        180.000          1.093          0.014          0.005         80.000          1.000          1.000          0.370          0.370          0.370          0.399          0.000          0.000          0.000          0.000
     08/06/2000        180.000          1.026          0.015          0.003         90.000          1.000          1.000          0.369          0.370          0.369          0.399          0.000          0.000          0.000          0.000
     09/06/2000        180.000          0.967          0.015          0.002        100.000          1.000          1.000          0.372          0.369          0.369          0.399          0.000          0.000          0.000          0.000
     10/06/2000        180.000          1.051          0.016          0.003        110.000          1.000          1.000          0.399          0.394          0.378          0.399          0.000          0.000          0.000          0.000
     11/06/2000        180.000          5.689          0.017          0.015        120.000          1.000          1.000          0.392          0.389          0.387          0.399          0.000          0.000          0.000          0.000
     12/06/2000        180.000          5.814          0.018          0.022        130.000          1.000          1.000          0.388          0.385          0.384          0.399          0.000          0.000          0.000          0.000
     13/06/2000        180.000          4.160          0.019          0.003        140.000          1.000          1.000          0.389          0.383          0.382          0.399          0.000          0.000          0.000          0.000
     14/06/2000        180.000          6.875          0.020          0.005        150.000          1.000          1.000          0.398          0.394          0.393          0.399          0.000          0.000          0.000          0.000
     15/06/2000        180.000         10.018          0.020          0.002        160.000          1.000          1.000          0.394          0.389          0.387          0.399          0.000          0.000          0.000          0.000
     16/06/2000        180.000         12.741          0.021          0.004        170.000          1.000          1.000          0.398          0.394          0.393          0.399          0.000          0.000          0.000          0.000
     17/06/2000        180.000         15.778          0.022          0.010        180.000          1.000          1.000          0.398          0.394          0.393          0.399          0.000          0.000          0.000          0.000
     18/06/2000        180.000         10.711          0.023          0.010        190.000          1.000          1.000          0.397          0.391          0.389          0.399          0.000          0.000          0.000          0.000
     19/06/2000        180.000          9.874          0.024          0.006        200.000          1.000          1.000          0.398          0.394          0.392          0.399          0.000          0.000          0.000          0.000
     20/06/2000        180.000         10.690          0.026          0.017        210.000          1.000          1.000          0.398          0.393          0.391          0.399          0.000          0.000          0.000          0.000
     21/06/2000        180.000          8.776          0.028          0.018        220.000          1.000          1.000          0.391          0.388          0.387          0.399          0.000          0.000          0.000          0.000
     22/06/2000        180.000          5.662          0.029          0.017        230.000          1.000          1.000          0.387          0.385          0.384          0.399          0.000          0.000          0.000          0.000
     23/06/2000        180.000          4.047          0.031          0.016        240.000          1.000          1.000          0.385          0.382          0.381          0.399          0.000          0.000          0.000          0.000
     24/06/2000        180.000          3.170          0.033          0.028        250.000          1.000          1.000          0.384          0.381          0.380          0.399          0.000          0.000          0.000          0.000
     25/06/2000        180.000          2.630          0.035          0.031        260.000          1.000          1.000          0.384          0.379          0.378          0.399          0.000          0.000          0.000          0.000
     26/06/2000        180.000          2.272          0.039          0.046        270.000          1.000          1.000          0.385          0.378          0.377          0.399          0.000          0.000          0.000          0.000
     27/06/2000        180.000          2.030          0.041          0.027        280.000          1.000          1.000          0.398          0.386          0.376          0.399          0.000          0.000          0.000          0.000
     28/06/2000        180.000          2.427          0.044          0.031        290.000          1.000          1.000          0.394          0.388          0.382          0.399          0.000          0.000          0.000          0.000
     29/06/2000        180.000          4.224          0.048          0.069        300.000          1.000          1.000          0.390          0.386          0.384          0.399          0.000          0.000          0.000          0.000
     30/06/2000        180.000          4.122          0.051          0.058        310.000          1.000          1.000          0.386          0.384          0.382          0.399          0.000          0.000          0.000          0.000
     01/07/2000        180.000          3.414          0.056          0.076        320.000          1.000          1.000          0.384          0.382          0.380          0.399          0.000          0.000          0.000          0.000
     02/07/2000        180.000          2.846          0.060          0.066        330.000          1.000          1.000          0.382          0.380          0.379          0.399          0.000          0.000          0.000          0.000
